claim_id,policy_number,claim_amount,age_of_driver,gender,marital_status,annual_income,education_level,occupation,vehicle_age,vehicle_category,accident_site,witness_present,police_report,past_claims,claim_description,fraud_reported
CLM_000524,POL_934794,7015.65,41,M,Married,20000.0,High School,Other,4,Sports,Rural,1,0,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000525,POL_141832,948.72,36,F,Widowed,61792.0,Bachelor,Teacher,6,Luxury,Highway,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000526,POL_475190,516.9195988571709,53,F,Married,55338.0,High School,Doctor,12,Large,Parking Lot,1,1,1,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000527,POL_320281,259.48,77,F,Divorced,58773.0,Bachelor,Other,19,Luxury,Highway,1,1,4,"Tree fell on parked car during windstorm, roof damage",0
CLM_000528,POL_815198,3203.91,56,F,Divorced,52689.0,High School,Doctor,12,Luxury,City,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000529,POL_361650,4400.99,27,M,Married,54291.0,Bachelor,Teacher,6,Sports,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000530,POL_799330,1828.1790966248939,42,F,Single,69380.0,High School,Other,9,Large,City,1,1,1,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000531,POL_207786,16892.62696995519,35,F,Divorced,58892.0,PhD,Engineer,14,Compact,City,1,1,2,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000532,POL_470858,246.59,36,M,Single,70818.0,Bachelor,Engineer,5,Mid-size,City,0,1,3,"Minor collision in parking garage, exchanged insurance information",0
CLM_000533,POL_918011,2699.66,53,M,Divorced,53429.0,Bachelor,Student,4,Sports,Rural,0,0,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000534,POL_687080,484.67,27,F,Single,43992.0,Master,Retired,1,Large,City,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000535,POL_526117,1121.3,50,F,Single,53884.0,Master,Business,14,Luxury,Parking Lot,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000536,POL_750810,3200.61,72,F,Single,33276.0,High School,Retired,15,Large,Highway,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000537,POL_885884,820.06,67,F,Married,42403.0,Bachelor,Other,18,Mid-size,City,1,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000538,POL_262060,1674.33,22,M,Single,53551.0,High School,Doctor,8,Mid-size,Parking Lot,1,0,2,Theft of vehicle contents including electronics and personal items,0
CLM_000539,POL_348237,35584.99770019403,64,M,Single,53286.0,PhD,Other,18,Compact,City,1,0,2,Claiming luxury vehicle repairs for standard model car,1
CLM_000540,POL_270395,2009.9057978153198,66,M,Single,47872.0,Master,Doctor,6,Compact,Highway,1,1,1,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000541,POL_938742,10441.44,52,F,Divorced,22236.0,High School,Doctor,3,Mid-size,Parking Lot,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000542,POL_950155,547.54,61,F,Single,62728.0,High School,Retired,2,Sports,Parking Lot,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000543,POL_285652,16562.333656467265,51,F,Divorced,66685.0,Master,Business,19,Sports,Highway,1,1,3,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000544,POL_532322,25909.19,50,F,Single,82874.0,Bachelor,Student,10,Luxury,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000545,POL_125990,73.15,72,M,Single,58836.0,High School,Retired,0,Compact,Highway,0,0,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000546,POL_288073,902.04,38,M,Married,50029.0,Master,Business,5,Luxury,Parking Lot,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000547,POL_872343,7084.1,34,F,Divorced,29739.0,Bachelor,Engineer,10,Compact,Parking Lot,0,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000548,POL_448321,2198.28,39,M,Single,79840.0,PhD,Engineer,0,Mid-size,Highway,1,1,3,"Minor collision in parking garage, exchanged insurance information",0
CLM_000549,POL_920391,15582.958493986522,65,F,Divorced,54957.0,Master,Doctor,6,Sports,Highway,1,0,2,Exaggerated injury claims with inconsistent medical reports,1
CLM_000550,POL_531712,1204.74,54,F,Divorced,53867.0,High School,Teacher,5,Sports,Parking Lot,1,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000551,POL_941204,3394.41,32,M,Widowed,44919.0,PhD,Other,13,Mid-size,Parking Lot,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000552,POL_802448,2360.16,52,F,Married,43641.0,Bachelor,Other,1,Luxury,Highway,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000553,POL_870763,17182.95,45,F,Married,63765.0,Bachelor,Doctor,3,Luxury,Rural,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000554,POL_950132,4366.13,24,M,Married,29571.0,Master,Teacher,10,Large,Highway,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000555,POL_360222,4946.34,49,F,Widowed,82509.0,Master,Business,14,Compact,Parking Lot,1,0,5,"Minor collision in parking garage, exchanged insurance information",0
CLM_000556,POL_379766,1607.1,28,F,Widowed,78151.0,Master,Engineer,17,Luxury,Parking Lot,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000557,POL_266931,1434.53,27,M,Married,42919.0,Bachelor,Other,0,Mid-size,Parking Lot,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000558,POL_925622,1558.01,26,F,Widowed,32723.0,PhD,Retired,2,Luxury,Highway,1,0,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000559,POL_835343,5386.65,31,M,Widowed,20000.0,Bachelor,Teacher,2,Sports,Parking Lot,1,0,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000560,POL_213346,1585.29,30,F,Widowed,24972.0,High School,Business,6,Compact,Rural,1,0,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000561,POL_501124,4603.91,78,M,Married,64598.0,Bachelor,Engineer,0,Large,City,1,0,2,Theft of vehicle contents including electronics and personal items,0
CLM_000562,POL_140605,67043.79,74,M,Married,56307.0,High School,Retired,10,Compact,Rural,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000563,POL_593554,11011.41,79,M,Married,59873.0,PhD,Teacher,5,Sports,Highway,0,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000564,POL_333238,1827.98,42,F,Widowed,20000.0,Master,Doctor,19,Sports,Parking Lot,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000565,POL_309267,48243.049972269655,19,M,Married,42084.0,Master,Doctor,2,Sports,Highway,1,1,4,Claiming pre-existing damage as accident-related repairs,1
CLM_000566,POL_956253,1616.29,52,M,Widowed,77345.0,Bachelor,Doctor,18,Sports,City,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000567,POL_582662,140.16,24,M,Single,48079.0,Master,Other,1,Mid-size,Highway,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000568,POL_466643,657.12,38,M,Widowed,24554.0,PhD,Business,17,Large,Parking Lot,0,0,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000569,POL_420015,180.15,35,M,Divorced,47768.0,Master,Doctor,11,Sports,City,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000570,POL_960394,1759.4,20,F,Married,34580.0,Bachelor,Other,9,Sports,City,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000571,POL_933980,5932.320388032973,59,F,Married,56674.0,PhD,Student,4,Luxury,Parking Lot,0,0,1,Claiming luxury vehicle repairs for standard model car,1
CLM_000572,POL_338651,36851.66,71,F,Divorced,50411.0,High School,Other,8,Large,Parking Lot,0,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000573,POL_333752,4867.77,78,F,Widowed,60866.0,Bachelor,Engineer,1,Compact,Parking Lot,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000574,POL_124813,2145.97,56,F,Single,25642.0,High School,Other,1,Large,Highway,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000575,POL_792094,19825.593078765552,58,F,Divorced,41026.0,PhD,Business,5,Large,Rural,1,0,2,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000576,POL_302511,108.13,66,F,Divorced,71809.0,Bachelor,Retired,9,Large,Highway,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000577,POL_517821,4244.68,28,M,Widowed,22914.0,Bachelor,Other,17,Sports,Highway,1,1,3,"Collision with deer on rural highway, front end damage",0
CLM_000578,POL_444207,9473.92,56,F,Married,29938.0,PhD,Doctor,11,Sports,Rural,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000579,POL_392136,324.45,41,M,Widowed,53986.0,Master,Engineer,3,Mid-size,Parking Lot,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000580,POL_172792,16574.67,77,M,Divorced,55735.0,Bachelor,Teacher,16,Compact,Parking Lot,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000581,POL_910891,4952.98,63,F,Divorced,40223.0,Bachelor,Doctor,14,Luxury,Rural,1,0,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000582,POL_392683,3998.5737547168224,36,M,Married,44431.0,High School,Engineer,5,Large,Rural,0,1,4,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000583,POL_468203,7701.52,21,M,Married,60665.0,Master,Student,15,Compact,Highway,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000584,POL_772642,89862.8,43,M,Married,66993.0,High School,Teacher,16,Compact,City,1,0,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000585,POL_634150,3915.9,55,M,Widowed,28616.0,High School,Student,2,Mid-size,Rural,1,0,0,Theft of vehicle contents including electronics and personal items,0
CLM_000586,POL_519093,4325.71,59,F,Married,57286.0,Master,Retired,9,Luxury,Highway,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000587,POL_812526,4256.031659372305,49,F,Divorced,80240.0,Master,Engineer,4,Large,City,1,1,2,Claiming luxury vehicle repairs for standard model car,1
CLM_000588,POL_984642,833.17,56,F,Divorced,47682.0,PhD,Student,13,Luxury,Parking Lot,1,0,1,Theft of vehicle contents including electronics and personal items,0
CLM_000589,POL_662262,24516.344761845692,62,F,Single,28403.0,Master,Retired,12,Mid-size,Parking Lot,1,1,1,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000590,POL_447235,825.41,63,F,Widowed,27478.0,Bachelor,Engineer,5,Sports,Highway,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000591,POL_128941,3318.77,53,F,Single,46785.0,Master,Engineer,11,Compact,Highway,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000592,POL_220944,1456.1,57,F,Divorced,70717.0,PhD,Student,7,Large,Rural,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000593,POL_373903,6114.81,54,F,Single,49185.0,PhD,Engineer,4,Sports,Parking Lot,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000594,POL_287241,4917.19,50,F,Divorced,53785.0,PhD,Doctor,14,Mid-size,Highway,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000595,POL_708792,32381.539448920103,53,F,Single,30073.0,Master,Engineer,15,Luxury,Parking Lot,1,1,4,Inconsistent witness statements and conflicting accident details,1
CLM_000596,POL_378361,1387.11,20,M,Married,69662.0,Master,Business,0,Compact,Parking Lot,1,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000597,POL_140115,3461.309832842287,26,F,Single,27087.0,High School,Retired,15,Large,Rural,1,0,2,Exaggerated injury claims with inconsistent medical reports,1
CLM_000598,POL_213668,686.67,25,M,Married,39910.0,High School,Engineer,4,Sports,City,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000599,POL_725550,1530.82,50,M,Married,62598.0,Bachelor,Business,2,Sports,Rural,0,1,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000600,POL_555673,5249.83,76,M,Widowed,20000.0,High School,Engineer,19,Compact,Highway,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000601,POL_462479,23875.970068671675,23,M,Married,53479.0,Bachelor,Engineer,14,Luxury,Rural,1,1,2,Claiming pre-existing damage as accident-related repairs,1
CLM_000602,POL_863934,1908.7278617482796,58,F,Married,29219.0,PhD,Student,12,Mid-size,Rural,1,1,1,Exaggerated injury claims with inconsistent medical reports,1
CLM_000603,POL_924629,10986.35,56,M,Single,50331.0,High School,Doctor,15,Luxury,Parking Lot,0,0,1,Theft of vehicle contents including electronics and personal items,0
CLM_000604,POL_428914,22775.87,21,F,Divorced,42959.0,Master,Retired,10,Luxury,Rural,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000605,POL_557592,5542.23,30,F,Widowed,92117.0,High School,Doctor,1,Luxury,Highway,0,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000606,POL_735656,49771.3,66,M,Married,42138.0,Bachelor,Teacher,5,Compact,City,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000607,POL_636265,933.85,77,F,Widowed,86853.0,High School,Student,5,Compact,Rural,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000608,POL_221263,460.82,19,M,Single,61739.0,PhD,Student,13,Mid-size,Rural,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000609,POL_503906,206.83,77,M,Married,33971.0,Master,Doctor,10,Luxury,City,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000610,POL_704596,28115.22,22,F,Single,56616.0,Bachelor,Other,7,Compact,Highway,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000611,POL_299312,7954.94,61,F,Widowed,43912.0,Master,Student,7,Mid-size,Highway,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000612,POL_367095,2742.49,44,M,Single,54843.0,Master,Doctor,0,Mid-size,Rural,1,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000613,POL_146542,4536.69,49,F,Widowed,35722.0,Bachelor,Student,6,Luxury,Parking Lot,0,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000614,POL_843215,551.02,38,F,Single,83804.0,Master,Engineer,5,Large,Rural,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000615,POL_557239,116847.85,25,F,Widowed,68508.0,Master,Doctor,7,Luxury,City,0,0,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000616,POL_101773,3618.56,55,M,Divorced,50636.0,High School,Doctor,18,Large,City,1,0,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000617,POL_645175,10363.463661171616,25,M,Single,84582.0,Master,Business,19,Mid-size,City,1,0,2,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000618,POL_945687,17268.281463184347,67,F,Single,51486.0,Master,Student,7,Compact,Rural,0,0,2,Inconsistent witness statements and conflicting accident details,1
CLM_000619,POL_664607,6133.46,20,F,Divorced,71952.0,Master,Student,13,Sports,Rural,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000620,POL_820221,4170.65,71,F,Divorced,50766.0,Master,Doctor,17,Mid-size,Highway,0,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000621,POL_854377,910.77,61,F,Single,57878.0,Bachelor,Engineer,15,Compact,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000622,POL_877991,6046.3,78,F,Divorced,48371.0,PhD,Engineer,8,Mid-size,Rural,0,0,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000623,POL_872840,50163.19,75,M,Married,51906.0,High School,Retired,14,Luxury,Highway,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000624,POL_803204,22429.45,20,F,Widowed,53411.0,Master,Engineer,9,Large,Rural,0,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000625,POL_306606,32525.51,39,M,Widowed,36605.0,Master,Student,15,Mid-size,Highway,1,0,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000626,POL_481913,1384.61,23,F,Widowed,41979.0,Bachelor,Other,3,Compact,Highway,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000627,POL_552248,675.59,19,M,Married,45665.0,PhD,Business,19,Luxury,Parking Lot,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000628,POL_173372,2468.39,40,F,Divorced,54594.0,Master,Doctor,12,Sports,Rural,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000629,POL_796503,3240.84,61,M,Divorced,49388.0,Bachelor,Teacher,4,Luxury,Highway,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000630,POL_446239,15387.14,19,F,Single,73461.0,High School,Business,6,Large,City,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000631,POL_753425,235.4,55,M,Divorced,66942.0,High School,Other,8,Luxury,City,1,0,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000632,POL_429164,29564.38,34,M,Single,46073.0,Master,Teacher,7,Sports,City,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000633,POL_795612,2351.92,52,M,Married,77636.0,Master,Business,15,Compact,Parking Lot,0,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000634,POL_989208,1571.33,51,M,Widowed,87460.0,PhD,Engineer,5,Mid-size,Highway,0,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000635,POL_230679,1720.886237698471,40,M,Widowed,20000.0,PhD,Student,15,Large,Parking Lot,1,1,2,Inconsistent witness statements and conflicting accident details,1
CLM_000636,POL_854717,249.07,47,M,Widowed,68646.0,Master,Other,5,Sports,Rural,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000637,POL_414910,10247.16,69,F,Divorced,36140.0,Bachelor,Teacher,13,Large,Rural,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000638,POL_631756,3327.5,25,M,Single,66015.0,PhD,Other,0,Luxury,Highway,0,1,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000639,POL_424308,430.55,39,F,Single,74765.0,Master,Business,8,Large,City,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000640,POL_799287,427.26,61,F,Married,32460.0,PhD,Student,12,Sports,Highway,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000641,POL_528231,1801.41,75,F,Divorced,20000.0,Master,Other,18,Mid-size,Highway,0,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000642,POL_442027,36444.01,53,F,Married,66709.0,High School,Teacher,16,Mid-size,Highway,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000643,POL_521947,2019.52,22,F,Single,52708.0,Master,Doctor,10,Large,Parking Lot,1,1,3,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000644,POL_831076,312.71,30,M,Single,20000.0,High School,Business,7,Compact,Rural,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000645,POL_410016,2061.9,46,M,Widowed,100591.0,PhD,Doctor,4,Large,Highway,1,0,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000646,POL_681343,1980.12,48,M,Divorced,62488.0,Master,Engineer,9,Luxury,Highway,1,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000647,POL_233470,52.18,64,F,Single,63402.0,PhD,Doctor,6,Mid-size,Highway,1,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000648,POL_301158,2747.81,74,M,Widowed,77316.0,High School,Doctor,9,Mid-size,Parking Lot,0,0,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000649,POL_540869,2108.22,72,M,Divorced,38384.0,Master,Retired,3,Mid-size,Parking Lot,1,1,4,"Collision with deer on rural highway, front end damage",0
CLM_000650,POL_797229,8470.2,33,M,Married,52609.0,PhD,Business,8,Compact,Parking Lot,0,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000651,POL_497562,47735.67,59,M,Divorced,23614.0,High School,Engineer,13,Compact,Highway,1,0,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000652,POL_810219,16152.78,79,M,Divorced,37841.0,PhD,Doctor,1,Sports,City,1,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000653,POL_884475,1991.55,47,F,Single,57713.0,Bachelor,Student,8,Large,City,1,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000654,POL_282480,566.92,74,M,Single,20000.0,High School,Teacher,0,Large,City,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000655,POL_745414,141497.84,72,F,Divorced,37274.0,High School,Doctor,9,Luxury,Rural,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000656,POL_696750,3257.87,33,F,Single,31441.0,High School,Engineer,9,Mid-size,Highway,1,1,3,Hail damage to vehicle roof and windows during severe storm,0
CLM_000657,POL_415568,3043.9,29,F,Single,52842.0,Master,Doctor,19,Compact,City,1,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000658,POL_525800,2875.01,34,F,Single,61494.0,Master,Teacher,2,Luxury,City,1,0,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000659,POL_674553,4012.33,33,F,Widowed,64843.0,Master,Engineer,5,Luxury,City,1,0,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000660,POL_974224,2400.56,29,M,Widowed,69976.0,Bachelor,Business,5,Compact,Highway,1,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000661,POL_100425,1260.81,25,M,Divorced,77442.0,Bachelor,Engineer,1,Large,City,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000662,POL_418635,1312.53,37,M,Single,62145.0,High School,Business,17,Mid-size,City,1,0,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000663,POL_400850,2838.04,20,F,Widowed,87747.0,Bachelor,Engineer,1,Large,Highway,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000664,POL_320392,2837.9649596259655,33,M,Divorced,52390.0,PhD,Other,11,Luxury,Rural,0,0,1,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000665,POL_550770,2392.037548939941,47,M,Single,46534.0,High School,Teacher,4,Mid-size,Parking Lot,0,1,0,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000666,POL_923927,3496.95,62,F,Married,62146.0,High School,Teacher,19,Sports,City,1,1,3,"Minor collision in parking garage, exchanged insurance information",0
CLM_000667,POL_708158,2033.54,40,F,Single,45672.0,PhD,Engineer,6,Luxury,Parking Lot,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000668,POL_736130,28452.45,45,F,Single,87051.0,High School,Other,15,Large,Rural,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000669,POL_786508,55.9,68,F,Widowed,72620.0,Bachelor,Doctor,19,Large,Rural,1,0,4,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000670,POL_437902,41756.55040985285,57,M,Divorced,65006.0,Master,Teacher,0,Large,City,1,1,1,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000671,POL_587575,19324.48,71,F,Divorced,52628.0,PhD,Business,0,Compact,Highway,1,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000672,POL_563246,132.94,22,F,Widowed,41850.0,Bachelor,Business,16,Luxury,Rural,1,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000673,POL_563638,1782.85,37,M,Single,64027.0,PhD,Student,0,Mid-size,Parking Lot,1,0,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000674,POL_808446,1707.59,57,M,Married,27458.0,PhD,Retired,19,Large,Parking Lot,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000675,POL_324082,360.95,73,F,Single,80687.0,High School,Other,12,Large,Parking Lot,1,0,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000676,POL_636004,928.23,61,M,Single,46447.0,High School,Retired,8,Compact,Parking Lot,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000677,POL_596171,563.48,18,F,Married,56102.0,Bachelor,Retired,14,Mid-size,Rural,0,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000678,POL_932291,41291.24,74,F,Widowed,31808.0,PhD,Business,2,Luxury,City,1,1,3,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000679,POL_934692,12130.98,47,M,Divorced,64460.0,High School,Student,13,Sports,City,0,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000680,POL_871711,20077.05,38,M,Widowed,40925.0,High School,Retired,10,Compact,Parking Lot,1,0,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000681,POL_277934,8800.01,37,F,Widowed,62985.0,PhD,Retired,11,Luxury,City,0,0,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000682,POL_790855,548.08,23,F,Single,65148.0,Bachelor,Engineer,12,Sports,Parking Lot,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000683,POL_188914,2487.847492203682,39,F,Divorced,37047.0,Bachelor,Engineer,12,Large,Parking Lot,1,0,2,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000684,POL_397571,6210.9,35,M,Divorced,27529.0,PhD,Engineer,0,Large,Highway,1,0,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000685,POL_640490,476.66,25,F,Widowed,80638.0,Bachelor,Doctor,9,Mid-size,Rural,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000686,POL_796101,8686.26,56,F,Married,46154.0,High School,Retired,2,Sports,Rural,1,0,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000687,POL_763686,2078.73,49,F,Widowed,54497.0,PhD,Doctor,3,Large,Parking Lot,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000688,POL_749342,1698.96,50,F,Married,59709.0,High School,Student,15,Large,Rural,1,0,5,Theft of vehicle contents including electronics and personal items,0
CLM_000689,POL_451470,8659.74,70,F,Divorced,24926.0,Master,Other,7,Mid-size,City,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000690,POL_197923,5804.54,33,M,Widowed,59253.0,Master,Business,15,Luxury,Parking Lot,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000691,POL_958179,1734.63,29,F,Single,51983.0,Bachelor,Retired,16,Large,Highway,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000692,POL_887625,16966.48,55,F,Widowed,37129.0,Master,Business,18,Compact,City,0,0,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000693,POL_346277,588.99,69,F,Divorced,26869.0,High School,Other,14,Compact,Highway,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000694,POL_805477,7509.34,51,F,Single,62118.0,Master,Engineer,15,Luxury,Highway,1,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000695,POL_425498,7256.49,78,M,Single,72554.0,High School,Retired,14,Sports,Rural,0,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000696,POL_335552,1873.72,31,M,Married,53572.0,Bachelor,Teacher,1,Mid-size,Rural,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000697,POL_945742,4861.97,53,M,Single,21311.0,Bachelor,Doctor,10,Compact,Parking Lot,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
